Prekladiste 1: 452 hospod
Prekladiste 2: 524 hospod
Prekladiste 3: 435 hospod
Prekladiste 4: 534 hospod
Prekladiste 5: 490 hospod
Prekladiste 6: 429 hospod
Prekladiste 7: 434 hospod
Prekladiste 8: 502 hospod
Prekladiste soucet: 3800
Pivovar: 200
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=20]
Auto 224 patrici prekladisti 4 vyklada v case: den 0 13:14 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3889]
Auto 217 patrici prekladisti 3 vyklada v case: den 0 13:14 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1278]
Auto 184 patrici prekladisti 7 vyklada v case: den 0 13:14 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2985]
Auto 179 patrici prekladisti 7 vyklada v case: den 0 13:14 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3530]
Auto 162 patrici prekladisti 6 vyklada v case: den 0 13:14 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2231]
Auto 135 patrici prekladisti 4 vyklada v case: den 0 13:14 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=53]
Auto 117 patrici prekladisti 3 vyklada v case: den 0 13:14 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3533]
Auto 281 patrici prekladisti 4 vyklada v case: den 0 13:15 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3519]
Auto 277 patrici prekladisti 4 vyklada v case: den 0 13:15 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2746]
Auto 269 patrici prekladisti 3 vyklada v case: den 0 13:15 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2838]
Auto 264 patrici prekladisti 2 vyklada v case: den 0 13:15 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=3224]
Auto 237 patrici prekladisti 6 vyklada v case: den 0 13:15 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=600]
Auto 233 patrici prekladisti 6 vyklada v case: den 0 13:15 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2736]
Auto 215 patrici prekladisti 3 vyklada v case: den 0 13:15 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3886]
Auto 193 patrici prekladisti 0 vyklada v case: den 0 13:15 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3461]
Auto 167 patrici prekladisti 6 vyklada v case: den 0 13:15 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1053]
Auto 130 patrici prekladisti 4 vyklada v case: den 0 13:15 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3434]
Auto 125 patrici prekladisti 4 vyklada v case: den 0 13:15 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=2057]
Auto 103 patrici prekladisti 3 vyklada v case: den 0 13:15 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1485]
Auto 65 patrici prekladisti 0 vyklada v case: den 0 13:15 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2090]
Auto 57 patrici prekladisti 0 vyklada v case: den 0 13:15 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1255]
Auto 332 patrici prekladisti 1 vyklada v case: den 0 13:16 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1747]
Auto 313 patrici prekladisti 0 vyklada v case: den 0 13:16 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3839]
Auto 272 patrici prekladisti 3 vyklada v case: den 0 13:16 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=2897]
Auto 257 patrici prekladisti 1 vyklada v case: den 0 13:16 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=366]
Auto 252 patrici prekladisti 0 vyklada v case: den 0 13:16 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2272]
Auto 214 patrici prekladisti 3 vyklada v case: den 0 13:16 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2837]
Auto 48 patrici pivovaru vyklada v case: den 0 13:16 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=3409]
Auto 39 patrici prekladisti 6 vyklada v case: den 0 13:16 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=1339]
Auto 14 patrici prekladisti 1 vyklada v case: den 0 13:16 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=298]
Auto 279 patrici prekladisti 4 vyklada v case: den 0 13:17 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=114]
Auto 271 patrici prekladisti 3 vyklada v case: den 0 13:17 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=2730]
Auto 268 patrici prekladisti 3 vyklada v case: den 0 13:17 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=610]
Auto 253 patrici prekladisti 1 vyklada v case: den 0 13:17 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=3942]
Auto 242 patrici prekladisti 7 vyklada v case: den 0 13:17 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=472]
Auto 226 patrici prekladisti 5 vyklada v case: den 0 13:17 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=3436]
Auto 195 patrici prekladisti 0 vyklada v case: den 0 13:17 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1139]
Auto 158 patrici prekladisti 6 vyklada v case: den 0 13:17 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2716]
Auto 148 patrici prekladisti 5 vyklada v case: den 0 13:17 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3478]
Auto 123 patrici prekladisti 4 vyklada v case: den 0 13:17 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1748]
Auto 116 patrici prekladisti 3 vyklada v case: den 0 13:17 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=3802]
Auto 82 patrici prekladisti 1 vyklada v case: den 0 13:17 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1620]
Auto 66 patrici prekladisti 0 vyklada v case: den 0 13:17 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1750]
Auto 53 patrici prekladisti 0 vyklada v case: den 0 13:17 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2172]
Auto 41 patrici prekladisti 7 vyklada v case: den 0 13:17 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3665]
Auto 29 (nakladak) se vratilo z okruzni jizdy v case: den 0 13:17
Auto 335 patrici prekladisti 2 vyklada v case: den 0 13:18 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2095]
Auto 250 patrici prekladisti 0 vyklada v case: den 0 13:18 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1549]
Auto 204 patrici prekladisti 2 vyklada v case: den 0 13:18 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2338]
Auto 168 patrici prekladisti 7 vyklada v case: den 0 13:18 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=594]
Auto 61 patrici prekladisti 0 vyklada v case: den 0 13:18 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2094]
Auto 22 patrici prekladisti 2 vyklada v case: den 0 13:18 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=24]
Auto 13 patrici prekladisti 0 vyklada v case: den 0 13:18 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=506]
Auto 11 patrici prekladisti 0 vyklada v case: den 0 13:18 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=429]
Auto 388 patrici prekladisti 6 vyklada v case: den 0 13:19 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2631]
Auto 382 patrici prekladisti 6 vyklada v case: den 0 13:19 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=847]
Auto 248 patrici prekladisti 0 vyklada v case: den 0 13:19 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1180]
Auto 232 patrici prekladisti 5 vyklada v case: den 0 13:19 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2651]
Auto 223 patrici prekladisti 4 vyklada v case: den 0 13:19 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1439]
Auto 217 patrici prekladisti 3 vyklada v case: den 0 13:19 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=260]
Auto 159 patrici prekladisti 6 vyklada v case: den 0 13:19 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3140]
Auto 141 patrici prekladisti 5 vyklada v case: den 0 13:19 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=3048]
Auto 134 patrici prekladisti 4 vyklada v case: den 0 13:19 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3618]
Auto 133 patrici prekladisti 4 vyklada v case: den 0 13:19 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3622]
Auto 89 (nakladak) se vratilo z okruzni jizdy v case: den 0 13:19
Auto 80 patrici prekladisti 1 vyklada v case: den 0 13:19 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1651]
Auto 69 patrici prekladisti 1 vyklada v case: den 0 13:19 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1133]
Auto 42 patrici prekladisti 7 vyklada v case: den 0 13:19 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=3180]
Auto 275 patrici prekladisti 4 vyklada v case: den 0 13:20 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3316]
Auto 267 patrici prekladisti 3 vyklada v case: den 0 13:20 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2055]
Auto 239 patrici prekladisti 7 vyklada v case: den 0 13:20 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1697]
Auto 227 patrici prekladisti 5 vyklada v case: den 0 13:20 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=2470]
Auto 208 patrici prekladisti 2 vyklada v case: den 0 13:20 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1933]
Auto 150 patrici prekladisti 5 vyklada v case: den 0 13:20 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=962]
Auto 127 patrici prekladisti 4 vyklada v case: den 0 13:20 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1016]
Auto 86 patrici prekladisti 1 vyklada v case: den 0 13:20 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3584]
Auto 84 patrici prekladisti 1 vyklada v case: den 0 13:20 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=505]
Auto 49 patrici pivovaru vyklada v case: den 0 13:20 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2827]
Auto 367 patrici prekladisti 4 vyklada v case: den 0 13:21 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2625]
Auto 249 patrici prekladisti 0 vyklada v case: den 0 13:21 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1772]
Auto 240 patrici prekladisti 7 vyklada v case: den 0 13:21 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1523]
Auto 174 patrici prekladisti 7 vyklada v case: den 0 13:21 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3281]
Auto 140 patrici prekladisti 5 vyklada v case: den 0 13:21 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1496]
Auto 121 patrici prekladisti 3 vyklada v case: den 0 13:21 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1392]
Auto 112 patrici prekladisti 3 vyklada v case: den 0 13:21 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=3856]
Auto 87 patrici prekladisti 2 vyklada v case: den 0 13:21 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=1693]
Auto 64 patrici prekladisti 0 vyklada v case: den 0 13:21 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2527]
Auto 336 patrici prekladisti 2 vyklada v case: den 0 13:22 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=563]
Auto 266 patrici prekladisti 3 vyklada v case: den 0 13:22 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1342]
Auto 246 patrici pivovaru vyklada v case: den 0 13:22 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=3393]
Auto 194 patrici prekladisti 0 vyklada v case: den 0 13:22 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=1157]
Auto 190 patrici prekladisti 0 vyklada v case: den 0 13:22 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=673]
Auto 166 patrici prekladisti 6 vyklada v case: den 0 13:22 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3324]
Auto 137 patrici prekladisti 4 vyklada v case: den 0 13:22 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1529]
Auto 99 patrici prekladisti 2 vyklada v case: den 0 13:22 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3423]
Auto 94 patrici prekladisti 2 vyklada v case: den 0 13:22 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2793]
Auto 75 (nakladak) se vratilo z okruzni jizdy v case: den 0 13:22
Auto 46 patrici pivovaru vyklada v case: den 0 13:22 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2116]
Auto 45 patrici prekladisti 7 vyklada v case: den 0 13:22 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=203]
Auto 35 patrici prekladisti 5 vyklada v case: den 0 13:22 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=564]
Auto 379 patrici prekladisti 5 vyklada v case: den 0 13:23 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3042]
Auto 371 patrici prekladisti 5 vyklada v case: den 0 13:23 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2579]
Auto 293 patrici prekladisti 7 vyklada v case: den 0 13:23 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1163]
Auto 284 patrici prekladisti 5 vyklada v case: den 0 13:23 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2993]
Auto 283 patrici prekladisti 5 vyklada v case: den 0 13:23 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1857]
Auto 278 patrici prekladisti 4 vyklada v case: den 0 13:23 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1281]
Auto 222 patrici prekladisti 4 vyklada v case: den 0 13:23 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2287]
Auto 212 patrici prekladisti 3 vyklada v case: den 0 13:23 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=964]
Auto 202 patrici prekladisti 1 vyklada v case: den 0 13:23 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1468]
Auto 95 patrici prekladisti 2 vyklada v case: den 0 13:23 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=976]
Auto 68 patrici prekladisti 1 vyklada v case: den 0 13:23 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1042]
Auto 55 patrici prekladisti 0 vyklada v case: den 0 13:23 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1808]
Auto 50 patrici pivovaru vyklada v case: den 0 13:23 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2594]
Auto 406 patrici prekladisti 7 vyklada v case: den 0 13:24 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=2044]
Auto 318 patrici prekladisti 1 vyklada v case: den 0 13:24 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1986]
Auto 263 patrici prekladisti 2 vyklada v case: den 0 13:24 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2726]
Auto 256 patrici prekladisti 1 vyklada v case: den 0 13:24 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1538]
Auto 171 patrici prekladisti 7 vyklada v case: den 0 13:24 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=491]
Auto 144 patrici prekladisti 5 vyklada v case: den 0 13:24 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2187]
Auto 111 patrici prekladisti 3 vyklada v case: den 0 13:24 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=3968]
Auto 102 patrici prekladisti 2 vyklada v case: den 0 13:24 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2618]
Auto 62 patrici prekladisti 0 vyklada v case: den 0 13:24 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=67]
Auto 27 patrici prekladisti 3 vyklada v case: den 0 13:24 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1150]
Auto 16 patrici prekladisti 1 vyklada v case: den 0 13:24 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3497]
Auto 304 patrici pivovaru vyklada v case: den 0 13:25 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3179]
Auto 298 patrici prekladisti 7 vyklada v case: den 0 13:25 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=1096]
Auto 286 patrici prekladisti 5 vyklada v case: den 0 13:25 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2980]
Auto 260 patrici prekladisti 2 vyklada v case: den 0 13:25 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=805]
Auto 244 patrici prekladisti 7 vyklada v case: den 0 13:25 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=3925]
Auto 231 patrici prekladisti 5 vyklada v case: den 0 13:25 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=3062]
Auto 200 patrici prekladisti 1 vyklada v case: den 0 13:25 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1428]
Auto 127 patrici prekladisti 4 vyklada v case: den 0 13:25 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2427]
Auto 108 patrici prekladisti 3 vyklada v case: den 0 13:25 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2796]
Auto 72 patrici prekladisti 1 vyklada v case: den 0 13:25 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=1682]
Auto 51 patrici pivovaru vyklada v case: den 0 13:25 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=3124]
Auto 334 patrici prekladisti 2 vyklada v case: den 0 13:26 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=81]
Auto 279 patrici prekladisti 4 vyklada v case: den 0 13:26 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2077]
Auto 247 patrici prekladisti 0 vyklada v case: den 0 13:26 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=76]
Auto 233 patrici prekladisti 6 vyklada v case: den 0 13:26 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2100]
Auto 179 patrici prekladisti 7 vyklada v case: den 0 13:26 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=3303]
Auto 165 patrici prekladisti 6 vyklada v case: den 0 13:26 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3360]
Auto 157 patrici prekladisti 6 vyklada v case: den 0 13:26 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1658]
Auto 65 patrici prekladisti 0 vyklada v case: den 0 13:26 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3883]
Auto 47 patrici pivovaru vyklada v case: den 0 13:26 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3881]
Auto 34 (nakladak) se vratilo z okruzni jizdy v case: den 0 13:26
Auto 327 patrici prekladisti 1 vyklada v case: den 0 13:27 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=3033]
Auto 255 patrici prekladisti 1 vyklada v case: den 0 13:27 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3398]
Auto 251 patrici prekladisti 0 vyklada v case: den 0 13:27 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=5]
Auto 230 patrici prekladisti 5 vyklada v case: den 0 13:27 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=1252]
Auto 228 patrici prekladisti 5 vyklada v case: den 0 13:27 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3330]
Auto 213 patrici prekladisti 3 vyklada v case: den 0 13:27 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2937]
Auto 209 patrici prekladisti 3 vyklada v case: den 0 13:27 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=248]
Auto 206 patrici prekladisti 2 vyklada v case: den 0 13:27 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1505]
Auto 164 patrici prekladisti 6 vyklada v case: den 0 13:27 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2105]
Auto 77 patrici prekladisti 1 vyklada v case: den 0 13:27 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=963]
Auto 58 patrici prekladisti 0 vyklada v case: den 0 13:27 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2705]
Auto 48 patrici pivovaru vyklada v case: den 0 13:27 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2297]
Auto 46 patrici pivovaru vyklada v case: den 0 13:27 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3929]
Auto 259 patrici prekladisti 1 vyklada v case: den 0 13:28 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2735]
Auto 219 patrici prekladisti 4 vyklada v case: den 0 13:28 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3026]
Auto 198 patrici prekladisti 1 vyklada v case: den 0 13:28 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=843]
Auto 173 (nakladak) se vratilo z okruzni jizdy v case: den 0 13:28
Auto 154 patrici prekladisti 6 vyklada v case: den 0 13:28 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=548]
Auto 118 patrici prekladisti 3 vyklada v case: den 0 13:28 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=613]
Auto 117 patrici prekladisti 3 vyklada v case: den 0 13:28 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1031]
Auto 113 patrici prekladisti 3 vyklada v case: den 0 13:28 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=2041]
Auto 85 patrici prekladisti 1 vyklada v case: den 0 13:28 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=2017]
Auto 25 patrici prekladisti 3 vyklada v case: den 0 13:28 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3899]
Auto 20 patrici prekladisti 2 vyklada v case: den 0 13:28 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3333]
Auto 404 patrici prekladisti 7 vyklada v case: den 0 13:29 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=3150]
Auto 354 patrici prekladisti 3 vyklada v case: den 0 13:29 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=3666]
Auto 352 patrici prekladisti 3 vyklada v case: den 0 13:29 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1274]
Auto 294 patrici prekladisti 7 vyklada v case: den 0 13:29 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2539]
Auto 283 patrici prekladisti 5 vyklada v case: den 0 13:29 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3503]
Auto 270 patrici prekladisti 3 vyklada v case: den 0 13:29 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=3846]
Auto 223 patrici prekladisti 4 vyklada v case: den 0 13:29 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=955]
Auto 169 patrici prekladisti 7 vyklada v case: den 0 13:29 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1777]
Auto 163 patrici prekladisti 6 vyklada v case: den 0 13:29 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=345]
Auto 147 patrici prekladisti 5 vyklada v case: den 0 13:29 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=3155]
Auto 98 patrici prekladisti 2 vyklada v case: den 0 13:29 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=969]
Auto 83 patrici prekladisti 1 vyklada v case: den 0 13:29 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1797]
Auto 78 patrici prekladisti 1 vyklada v case: den 0 13:29 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3471]
Auto 74 patrici prekladisti 1 vyklada v case: den 0 13:29 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2039]
Auto 26 patrici prekladisti 3 vyklada v case: den 0 13:29 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1425]
Auto 15 patrici prekladisti 1 vyklada v case: den 0 13:29 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2215]
Auto 10 (nakladak) se vratilo z okruzni jizdy v case: den 0 13:29
Auto 361 patrici prekladisti 4 vyklada v case: den 0 13:30 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1327]
Auto 275 patrici prekladisti 4 vyklada v case: den 0 13:30 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=436]
Auto 258 patrici prekladisti 1 vyklada v case: den 0 13:30 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2774]
Auto 235 patrici prekladisti 6 vyklada v case: den 0 13:30 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2273]
Auto 196 patrici prekladisti 1 vyklada v case: den 0 13:30 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=294]
Auto 187 patrici pivovaru vyklada v case: den 0 13:30 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2332]
Auto 158 patrici prekladisti 6 vyklada v case: den 0 13:30 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3860]
Auto 148 patrici prekladisti 5 vyklada v case: den 0 13:30 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1942]
Auto 140 patrici prekladisti 5 vyklada v case: den 0 13:30 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=2268]
Auto 130 patrici prekladisti 4 vyklada v case: den 0 13:30 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=338]
Auto 106 (nakladak) se vratilo z okruzni jizdy v case: den 0 13:30
Auto 100 patrici prekladisti 2 vyklada v case: den 0 13:30 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=373]
Auto 93 patrici prekladisti 2 vyklada v case: den 0 13:30 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3976]
Auto 82 patrici prekladisti 1 vyklada v case: den 0 13:30 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=893]
Auto 81 patrici prekladisti 1 vyklada v case: den 0 13:30 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=305]
Auto 49 patrici pivovaru vyklada v case: den 0 13:30 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2720]
Auto 317 patrici prekladisti 1 vyklada v case: den 0 13:31 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=725]
Auto 313 patrici prekladisti 0 vyklada v case: den 0 13:31 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1864]
Auto 276 patrici prekladisti 4 vyklada v case: den 0 13:31 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1104]
Auto 250 patrici prekladisti 0 vyklada v case: den 0 13:31 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2591]
Auto 243 patrici prekladisti 7 vyklada v case: den 0 13:31 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=385]
Auto 236 patrici prekladisti 6 vyklada v case: den 0 13:31 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2083]
Auto 221 patrici prekladisti 4 vyklada v case: den 0 13:31 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2789]
Auto 214 patrici prekladisti 3 vyklada v case: den 0 13:31 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1261]
Auto 174 patrici prekladisti 7 vyklada v case: den 0 13:31 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1099]
Auto 152 patrici prekladisti 5 vyklada v case: den 0 13:31 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1206]
Auto 103 patrici prekladisti 3 vyklada v case: den 0 13:31 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3653]
Auto 70 patrici prekladisti 1 vyklada v case: den 0 13:31 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=1527]
Auto 61 patrici prekladisti 0 vyklada v case: den 0 13:31 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=309]
Auto 309 patrici prekladisti 0 vyklada v case: den 0 13:32 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=2541]
